id,neighbourhood,room_type,availability_365,log_price,log_minimum_nights,log_number_of_reviews,log_reviews_per_month
6936833,De Baarsjes - Oud-West,Entire home/apt,0,4.976733742,1.098612289,1.098612289,-1.966112856
6937196,De Baarsjes - Oud-West,Entire home/apt,0,4.744932128,1.098612289,2.48490665,-1.203972804
6941269,De Aker - Nieuw Sloten,Entire home/apt,0,5.521460918,1.386294361,0.693147181,-3.218875825
6942100,De Pijp - Rivierenbuurt,Entire home/apt,0,4.859812404,1.098612289,3.610917913,-0.223143551
6943965,Noord-Oost,Entire home/apt,0,4.691347882,1.386294361,1.945910149,-1.897119985
6944791,Zuid,Entire home/apt,124,4.787491743,1.098612289,1.098612289,-2.659260037
6945186,Centrum-West,Private room,0,4.369447852,0.693147181,3.828641396,0.048790164
6946365,De Baarsjes - Oud-West,Private room,3,4.382026635,0,4.875197323,1.033184483
6946461,De Baarsjes - Oud-West,Entire home/apt,269,5.075173815,1.609437912,2.833213344,-0.867500568
6946654,Watergraafsmeer,Private room,183,4.382026635,1.098612289,4.8978398,1.047318994
6953955,De Pijp - Rivierenbuurt,Private room,87,4.605170186,0,2.564949357,-1.171182982
6956241,Bos en Lommer,Private room,81,4.59511985,0,0.693147181,0.693147181
6956264,Bos en Lommer,Private room,81,4.382026635,0,0.693147181,0.693147181
6957187,De Pijp - Rivierenbuurt,Entire home/apt,8,4.828313737,0,2.833213344,-0.994252273
6960768,Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,4.605170186,1.386294361,1.386294361,-2.407945609
6961986,De Pijp - Rivierenbuurt,Entire home/apt,0,5.192956851,1.098612289,3.091042453,0.959350221
6962030,De Baarsjes - Oud-West,Entire home/apt,0,4.49980967,1.609437912,1.945910149,-1.897119985
6963313,Noord-West,Private room,251,4.248495242,0.693147181,3.663561646,-0.186329578
6966341,Centrum-West,Entire home/apt,23,6.214608098,1.098612289,2.564949357,-1.171182982
6968535,Watergraafsmeer,Private room,0,4.382026635,0,1.609437912,-2.207274913
6970409,Watergraafsmeer,Entire home/apt,0,4.59511985,0.693147181,1.098612289,-1.966112856
6970708,Bos en Lommer,Entire home/apt,0,5.075173815,0.693147181,3.295836866,-0.478035801
6972293,Oud-Oost,Entire home/apt,0,4.941642423,0.693147181,0,-3.912023005
6978570,Zuid,Entire home/apt,0,4.553876892,0.693147181,1.386294361,-2.407945609
6978971,De Baarsjes - Oud-West,Entire home/apt,338,6.109247583,1.098612289,3.688879454,-0.139262067
6981284,De Baarsjes - Oud-West,Entire home/apt,59,5.393627546,1.098612289,4.025351691,0.223143551
6982667,Noord-West,Entire home/apt,0,5.370638028,0.693147181,1.945910149,-1.897119985
6982920,Centrum-Oost,Private room,4,4.605170186,0.693147181,1.945910149,-1.832581464
6989038,Westerpark,Entire home/apt,0,4.941642423,1.609437912,1.098612289,-2.659260037
6989796,Centrum-Oost,Entire home/apt,217,5.298317367,1.945910149,4.510859507,0.737164066
6989844,Bos en Lommer,Private room,0,4.317488114,0.693147181,1.098612289,-2.813410717
6995483,Oud-Oost,Entire home/apt,0,4.553876892,1.386294361,2.995732274,-0.798507696
6996733,Oud-Oost,Private room,238,4.094344562,0,5.828945618,1.979621206
7002796,Westerpark,Private room,0,4.787491743,0,4.025351691,0.198850859
7005651,IJburg - Zeeburgereiland,Entire home/apt,7,5.192956851,1.098612289,2.302585093,-0.755022584
7007021,Bos en Lommer,Entire home/apt,0,4.234106505,1.386294361,0,-3.912023005
7007415,Oud-Oost,Entire home/apt,7,4.828313737,1.609437912,3.258096538,-0.356674944
7013509,Westerpark,Entire home/apt,0,5.247024072,0.693147181,0,-3.912023005
7014017,Zuid,Entire home/apt,0,4.753590191,0,0,-3.912023005
7017061,Oostelijk Havengebied - Indische Buurt,Entire home/apt,124,4.442651256,1.945910149,2.772588722,-1.049822124
7018610,Buitenveldert - Zuidas,Entire home/apt,0,5.105945474,0,1.945910149,-1.897119985
7018988,Gaasperdam - Driemond,Private room,322,4.094344562,0,3.871201011,0.058268908
7019342,De Pijp - Rivierenbuurt,Entire home/apt,0,4.787491743,0.693147181,4.189654742,0.371563556
7022942,Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,5.393627546,0.693147181,2.079441542,-1.771956842
7027691,Zuid,Entire home/apt,0,5.634789603,1.098612289,3.850147602,0.009950331
7030378,De Pijp - Rivierenbuurt,Private room,0,4.317488114,0,0,-3.912023005
7033173,De Pijp - Rivierenbuurt,Entire home/apt,8,5.347107531,1.098612289,3.091042453,-0.755022584
7036515,Noord-West,Entire home/apt,0,4.744932128,1.386294361,1.945910149,-1.560647748
7036870,Westerpark,Entire home/apt,0,4.584967479,0.693147181,2.708050201,-0.274436846
7037025,Centrum-Oost,Entire home/apt,0,5.010635294,1.386294361,2.079441542,-1.560647748
7042321,Watergraafsmeer,Entire home/apt,0,4.290459441,0.693147181,3.465735903,-0.371063681
7042388,Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,4.369447852,1.098612289,2.772588722,-1.049822124
7042701,Bos en Lommer,Entire home/apt,0,5.017279837,2.302585093,1.386294361,-2.407945609
7042979,De Baarsjes - Oud-West,Entire home/apt,0,4.700480366,1.098612289,2.48490665,-1.347073648
7049011,Oud-Oost,Entire home/apt,0,4.787491743,1.386294361,1.386294361,-2.407945609
7049205,Oud-Oost,Entire home/apt,0,4.905274778,0.693147181,2.48490665,-1.347073648
7049460,Noord-West,Entire home/apt,0,4.532599493,0.693147181,2.48490665,-1.347073648
7050078,Westerpark,Entire home/apt,0,4.48863637,1.386294361,2.833213344,-0.916290732
7057789,Westerpark,Private room,127,4.828313737,0.693147181,5.676753802,1.842135677
7058094,Zuid,Entire home/apt,288,5.826000107,1.609437912,2.197224577,-1.514127733
7059082,De Baarsjes - Oud-West,Entire home/apt,0,5.164785974,1.609437912,1.386294361,-1.660731207
7059205,Geuzenveld - Slotermeer,Private room,318,4.382026635,0.693147181,1.791759469,-2.040220829
7059352,De Pijp - Rivierenbuurt,Entire home/apt,0,5.010635294,0.693147181,3.295836866,-0.544727175
7060397,Watergraafsmeer,Entire home/apt,0,5.192956851,1.386294361,0,-2.995732274
7061216,Centrum-West,Entire home/apt,0,5.616771098,0.693147181,2.995732274,-0.84397007
7062895,Centrum-West,Entire home/apt,0,5.857933154,1.098612289,3.044522438,-0.776528789
7065754,Centrum-Oost,Entire home/apt,292,5.988961417,1.609437912,2.708050201,-1.078809661
7068665,De Baarsjes - Oud-West,Entire home/apt,0,4.672828834,0.693147181,1.791759469,-2.040220829
7069236,De Pijp - Rivierenbuurt,Entire home/apt,0,5.010635294,0.693147181,3.091042453,-0.713349888
7069859,Centrum-West,Entire home/apt,1,5.241747015,1.386294361,3.135494216,-0.693147181
7072889,De Pijp - Rivierenbuurt,Entire home/apt,0,5.135798437,0.693147181,1.609437912,-2.207274913
7077419,De Baarsjes - Oud-West,Entire home/apt,0,4.605170186,1.386294361,2.772588722,-1.021651248
7077584,Zuid,Entire home/apt,0,4.820281566,0.693147181,3.36729583,-0.446287103
7079216,Westerpark,Entire home/apt,0,4.59511985,0.693147181,2.302585093,-1.560647748
7080500,Westerpark,Entire home/apt,0,5.105945474,0.693147181,2.708050201,-1.139434283
7082175,De Baarsjes - Oud-West,Entire home/apt,9,5.164785974,1.098612289,3.044522438,-0.798507696
7082711,De Pijp - Rivierenbuurt,Entire home/apt,36,5.010635294,0.693147181,1.945910149,-1.897119985
7082894,Centrum-Oost,Entire home/apt,6,5.480638923,1.098612289,1.386294361,-2.120263536
7087391,Centrum-Oost,Entire home/apt,0,5.164785974,1.098612289,2.079441542,-1.714798428
7087535,Noord-Oost,Entire home/apt,9,4.605170186,1.386294361,1.098612289,-1.386294361
7088124,Centrum-West,Entire home/apt,0,5.298317367,0.693147181,4.634728988,0.802001585
7088751,De Pijp - Rivierenbuurt,Entire home/apt,27,4.976733742,0.693147181,3.258096538,-0.562118918
7090245,De Pijp - Rivierenbuurt,Entire home/apt,0,4.700480366,1.098612289,2.079441542,-1.272965676
7091413,Centrum-West,Entire home/apt,0,5.433722004,1.098612289,1.609437912,-2.207274913
7096471,Oud-Oost,Entire home/apt,0,4.553876892,1.098612289,3.761200116,-0.072570693
7097233,De Pijp - Rivierenbuurt,Entire home/apt,0,5.010635294,1.386294361,1.098612289,-2.813410717
7097813,Centrum-West,Private room,0,5.010635294,0.693147181,2.564949357,-1.203972804
7107279,De Baarsjes - Oud-West,Private room,0,3.912023005,2.302585093,2.772588722,-1.078809661
7109857,IJburg - Zeeburgereiland,Entire home/apt,0,5.010635294,1.386294361,1.609437912,-1.46967597
7111031,De Baarsjes - Oud-West,Entire home/apt,0,5.105945474,0.693147181,3.526360525,-0.314710745
7111455,Noord-West,Private room,249,4.17438727,1.098612289,5.318119994,1.486139696
7113205,Westerpark,Entire home/apt,0,4.787491743,1.945910149,1.609437912,-1.897119985
7119648,De Pijp - Rivierenbuurt,Entire home/apt,0,4.86753445,1.609437912,1.386294361,-2.407945609
7119679,Westerpark,Entire home/apt,0,4.709530201,0.693147181,2.302585093,-1.514127733
7120047,De Baarsjes - Oud-West,Entire home/apt,0,5.010635294,0.693147181,1.945910149,-1.237874356
7123774,De Pijp - Rivierenbuurt,Private room,0,3.912023005,1.386294361,0,-3.506557897
7131017,Westerpark,Entire home/apt,15,5.521460918,1.386294361,2.197224577,-1.609437912
7131279,Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,5.010635294,1.098612289,1.791759469,-1.514127733
7131573,Bijlmer-Oost,Private room,0,3.912023005,0,4.430816799,0.587786665
7134945,Centrum-Oost,Entire home/apt,355,6.309918278,0.693147181,3.433987204,-0.356674944
7138728,Centrum-Oost,Entire home/apt,2,5.521460918,1.098612289,0,-3.912023005
7139984,De Baarsjes - Oud-West,Private room,117,4.59511985,1.098612289,4.770684624,0.940007258
7153115,De Pijp - Rivierenbuurt,Private room,0,4.248495242,0.693147181,1.609437912,-2.207274913
7159415,De Baarsjes - Oud-West,Entire home/apt,4,4.787491743,1.609437912,2.564949357,-0.798507696
7160403,De Baarsjes - Oud-West,Entire home/apt,0,4.86753445,1.609437912,3.951243719,0.131028262
7160841,Noord-Oost,Private room,218,4.304065093,0.693147181,4.304065093,0.482426149
7164761,Westerpark,Entire home/apt,0,5.123963979,1.098612289,2.772588722,0.31481074
7166036,De Baarsjes - Oud-West,Entire home/apt,0,5.393627546,1.098612289,1.609437912,-0.653926467
7166128,Centrum-Oost,Entire home/apt,0,4.700480366,1.609437912,1.945910149,-1.897119985
7166473,Centrum-West,Entire home/apt,33,5.703782475,0.693147181,2.397895273,-1.021651248
7167087,Oud-Oost,Entire home/apt,30,5.272999559,0.693147181,3.610917913,-0.223143551
7167568,Oostelijk Havengebied - Indische Buurt,Private room,0,4.094344562,1.098612289,3.555348061,0.357674444
7167905,Zuid,Entire home/apt,0,4.700480366,2.302585093,0.693147181,-3.218875825
7169395,Bos en Lommer,Entire home/apt,8,5.010635294,1.609437912,1.609437912,-2.207274913
7169772,De Baarsjes - Oud-West,Entire home/apt,19,4.700480366,0.693147181,3.433987204,-0.385662481
7170975,Zuid,Entire home/apt,36,4.49980967,1.098612289,3.931825633,0.122217633
7171007,Centrum-West,Private room,0,4.605170186,0,1.386294361,-2.407945609
7171445,De Aker - Nieuw Sloten,Entire home/apt,0,4.941642423,0.693147181,3.044522438,-0.776528789
7171776,Centrum-West,Entire home/apt,0,4.941642423,1.098612289,3.091042453,-0.733969175
7173033,De Pijp - Rivierenbuurt,Entire home/apt,0,4.442651256,0,2.833213344,-0.967584026
7173295,De Pijp - Rivierenbuurt,Entire home/apt,0,5.247024072,1.386294361,2.995732274,-0.820980552
7173886,De Pijp - Rivierenbuurt,Entire home/apt,0,4.934473933,0,3.80666249,-0.010050336
7174821,Oud-Oost,Entire home/apt,52,4.828313737,1.098612289,1.791759469,-2.040220829
7177816,Oud-Oost,Private room,0,4.077537444,0,1.609437912,-2.207274913
7184667,De Pijp - Rivierenbuurt,Entire home/apt,18,4.86753445,1.098612289,2.302585093,-0.967584026
7189328,De Pijp - Rivierenbuurt,Entire home/apt,0,4.605170186,0.693147181,1.609437912,-2.207274913
7189813,Geuzenveld - Slotermeer,Entire home/apt,0,4.709530201,0,0,-3.912023005
7190115,De Pijp - Rivierenbuurt,Private room,36,4.077537444,0,5.916202063,2.406945108
7194133,Geuzenveld - Slotermeer,Entire home/apt,0,4.828313737,1.386294361,2.890371758,-0.94160854
7194317,De Pijp - Rivierenbuurt,Private room,0,4.605170186,0,1.098612289,-2.659260037
7195166,Westerpark,Entire home/apt,0,5.192956851,1.609437912,3.044522438,-0.776528789
7196528,Westerpark,Entire home/apt,0,4.59511985,1.098612289,2.197224577,-0.342490309
7197173,IJburg - Zeeburgereiland,Entire home/apt,180,5.135798437,0,2.708050201,-1.049822124
7198483,Bos en Lommer,Entire home/apt,125,4.859812404,0.693147181,2.48490665,-1.30933332
7199063,Centrum-West,Entire home/apt,0,4.828313737,1.098612289,3.33220451,-0.46203546
7199154,De Baarsjes - Oud-West,Private room,0,4.317488114,0.693147181,3.761200116,0
7200454,De Baarsjes - Oud-West,Entire home/apt,0,4.828313737,1.945910149,1.791759469,-2.040220829
7201865,De Baarsjes - Oud-West,Entire home/apt,63,4.65396035,3.044522438,3.465735903,-0.301105093
7209655,De Pijp - Rivierenbuurt,Entire home/apt,0,4.317488114,1.098612289,1.386294361,-2.407945609
7211066,Bos en Lommer,Entire home/apt,0,4.787491743,1.098612289,2.772588722,-1.049822124
7211500,De Pijp - Rivierenbuurt,Entire home/apt,0,4.605170186,1.098612289,2.63905733,-1.203972804
7211838,De Pijp - Rivierenbuurt,Entire home/apt,0,4.553876892,1.098612289,1.609437912,-2.207274913
7213232,Oostelijk Havengebied - Indische Buurt,Private room,11,4.369447852,0,4.605170186,0.810930216
7214096,Centrum-West,Entire home/apt,0,4.934473933,0.693147181,3.761200116,-0.072570693
7218166,Westerpark,Entire home/apt,0,5.634789603,0,3.555348061,-0.261364764
7219001,Centrum-West,Entire home/apt,0,4.828313737,0,1.945910149,-1.771956842
7221345,Bos en Lommer,Private room,0,4.17438727,0,1.945910149,-1.897119985
7221970,Oud-Oost,Entire home/apt,0,4.49980967,0.693147181,2.197224577,-1.514127733
7223185,Westerpark,Private room,0,4.442651256,0,3.218875825,-0.616186139
7223490,Centrum-West,Entire home/apt,15,4.682131227,0,5.247024072,1.413423029
7223951,De Baarsjes - Oud-West,Entire home/apt,0,5.010635294,1.609437912,2.302585093,-1.514127733
7224738,De Baarsjes - Oud-West,Private room,239,4.976733742,1.098612289,4.077537444,0.254642218
7230512,Centrum-Oost,Private room,176,4.86753445,1.098612289,3.80666249,1.335001067
7232072,Bos en Lommer,Entire home/apt,0,4.369447852,0,0.693147181,-2.995732274
7232162,Centrum-Oost,Entire home/apt,0,5.560681631,1.098612289,3.784189634,-0.051293294
7235312,Centrum-West,Entire home/apt,0,5.231108617,1.098612289,3.465735903,-0.356674944
7238464,Centrum-Oost,Entire home/apt,87,5.783825182,1.386294361,3.526360525,-0.223143551
7239681,Centrum-Oost,Entire home/apt,0,4.605170186,0.693147181,3.583518938,-0.223143551
7239806,Centrum-West,Entire home/apt,0,6.309918278,0.693147181,2.079441542,-1.660731207
7242227,Noord-West,Private room,50,4.007333185,1.098612289,3.951243719,0.113328685
7249071,Centrum-West,Entire home/apt,0,5.293304825,1.098612289,3.295836866,-0.510825624
7251010,Centrum-West,Entire home/apt,0,5.521460918,1.098612289,2.63905733,-1.139434283
7251476,De Pijp - Rivierenbuurt,Entire home/apt,0,4.59511985,1.098612289,1.386294361,-2.407945609
7254698,Centrum-Oost,Private room,0,4.418840608,1.386294361,2.708050201,-1.139434283
7254879,Oud-Oost,Private room,0,4.094344562,1.386294361,4.025351691,0.19062036
7254978,De Pijp - Rivierenbuurt,Entire home/apt,16,5.075173815,0.693147181,3.555348061,-0.274436846
7257285,Centrum-Oost,Entire home/apt,0,4.828313737,0.693147181,1.386294361,-2.407945609
7257372,Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,4.382026635,1.386294361,2.397895273,-1.171182982
7258354,Centrum-West,Entire home/apt,5,5.765191103,1.098612289,3.970291914,0.21511138
7259667,Oud-Noord,Entire home/apt,125,4.700480366,0.693147181,1.945910149,-1.897119985
7259759,Oud-Oost,Entire home/apt,0,4.59511985,0.693147181,2.995732274,-0.776528789
7259808,Bos en Lommer,Entire home/apt,0,4.442651256,0.693147181,4.418840608,0.587786665
7259854,Westerpark,Private room,0,4.553876892,0.693147181,2.302585093,-1.514127733
7260120,De Pijp - Rivierenbuurt,Entire home/apt,0,5.521460918,1.098612289,1.791759469,-1.897119985
7260210,Bos en Lommer,Entire home/apt,45,5.187385806,1.098612289,3.871201011,0.048790164
7260866,Bos en Lommer,Private room,0,4.17438727,0.693147181,2.63905733,-1.203972804
7262452,Zuid,Entire home/apt,0,5.247024072,1.098612289,0.693147181,-3.218875825
7266385,Westerpark,Entire home/apt,0,4.382026635,1.098612289,2.079441542,-1.714798428
7267769,Buitenveldert - Zuidas,Entire home/apt,0,4.605170186,0.693147181,0,-3.912023005
7268527,Zuid,Entire home/apt,17,6.476972363,0.693147181,1.945910149,-1.897119985
7268810,Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,4.605170186,1.098612289,1.945910149,-1.897119985
7269859,Bos en Lommer,Private room,0,3.988984047,0.693147181,0.693147181,-3.218875825
7271405,Centrum-Oost,Entire home/apt,166,5.247024072,1.098612289,3.80666249,-0.030459207
7271836,Oud-Oost,Private room,0,4.605170186,0.693147181,3.871201011,0.048790164
7271985,Centrum-Oost,Private room,0,5.347107531,1.098612289,3.891820298,0.076961041
7272639,Centrum-Oost,Entire home/apt,166,5.192956851,1.098612289,4.060443011,0.246860078
7276869,De Pijp - Rivierenbuurt,Private room,30,4.077537444,0,6.142037406,2.343727036
7277727,De Baarsjes - Oud-West,Entire home/apt,19,5.703782475,1.386294361,2.302585093,-1.514127733
7282825,Watergraafsmeer,Entire home/apt,15,4.86753445,0.693147181,3.526360525,-0.314710745
7283124,De Baarsjes - Oud-West,Entire home/apt,0,4.553876892,1.098612289,2.302585093,-1.386294361
7284214,De Pijp - Rivierenbuurt,Entire home/apt,357,5.105945474,0.693147181,3.36729583,-0.46203546
7292517,De Pijp - Rivierenbuurt,Entire home/apt,0,4.356708827,1.098612289,2.397895273,0.019802627
7292814,Centrum-Oost,Entire home/apt,0,4.65396035,1.945910149,2.63905733,-1.203972804
7296963,Zuid,Entire home/apt,0,5.703782475,0.693147181,2.944438979,-0.891598119
7297044,Centrum-West,Entire home/apt,0,5.634789603,1.098612289,3.784189634,-0.040821995
7297113,Westerpark,Entire home/apt,2,4.787491743,0.693147181,3.465735903,-0.356674944
7297114,Westerpark,Entire home/apt,0,5.075173815,1.386294361,3.258096538,-0.562118918
7297468,Centrum-Oost,Entire home/apt,102,5.556828062,1.386294361,4.110873864,0.285178942
7297685,De Baarsjes - Oud-West,Entire home/apt,0,4.406719247,1.098612289,0,-3.506557897
7298577,Westerpark,Entire home/apt,0,4.787491743,0,3.091042453,-0.510825624
7299468,De Pijp - Rivierenbuurt,Entire home/apt,0,4.248495242,1.609437912,0,-3.912023005
7300921,De Pijp - Rivierenbuurt,Entire home/apt,28,4.605170186,1.791759469,2.302585093,-1.386294361
7304011,Centrum-West,Entire home/apt,76,5.298317367,0.693147181,4.882801923,1.05431203
7304719,De Baarsjes - Oud-West,Entire home/apt,0,4.859812404,0.693147181,2.079441542,-1.771956842
7305159,Oud-Noord,Entire home/apt,2,4.828313737,0.693147181,3.36729583,-0.446287103
7305938,Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,4.442651256,1.098612289,3.555348061,-0.248461359
7311710,Oud-Noord,Entire home/apt,0,4.934473933,2.302585093,2.564949357,-1.272965676
7313411,Centrum-West,Entire home/apt,125,5.288267031,0.693147181,3.526360525,-0.301105093
7316021,Zuid,Entire home/apt,0,5.164785974,0.693147181,3.044522438,-0.776528789
7316463,Centrum-Oost,Entire home/apt,0,5.686975356,1.098612289,2.197224577,-1.46967597
7318827,Westerpark,Entire home/apt,0,4.744932128,0.693147181,3.258096538,-0.562118918
7320476,Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,4.59511985,0.693147181,2.995732274,-0.527632742
7321352,Watergraafsmeer,Entire home/apt,107,6.109247583,1.098612289,3.33220451,-0.494296322
7322257,De Pijp - Rivierenbuurt,Private room,0,3.912023005,0.693147181,0.693147181,-3.218875825
7323381,De Pijp - Rivierenbuurt,Entire home/apt,70,5.043425117,1.098612289,3.36729583,-0.415515444
7323963,Centrum-Oost,Entire home/apt,264,4.941642423,1.945910149,3.36729583,-0.46203546
7324460,De Baarsjes - Oud-West,Entire home/apt,0,4.553876892,1.098612289,1.609437912,-2.207274913
7324925,De Pijp - Rivierenbuurt,Entire home/apt,34,5.703782475,1.386294361,2.302585093,-1.514127733
7332235,De Pijp - Rivierenbuurt,Entire home/apt,0,5.241747015,0.693147181,1.791759469,-2.040220829
7332860,IJburg - Zeeburgereiland,Private room,219,3.912023005,0.693147181,5.749392986,1.913977102
7333159,De Baarsjes - Oud-West,Entire home/apt,0,5.857933154,0.693147181,0.693147181,-3.218875825
7333495,De Pijp - Rivierenbuurt,Entire home/apt,0,5.298317367,0.693147181,0.693147181,-2.995732274
7333861,Westerpark,Entire home/apt,0,4.49980967,0.693147181,2.890371758,-0.94160854
7335055,Centrum-Oost,Entire home/apt,265,5.459585514,1.945910149,2.079441542,-1.386294361
7335573,Centrum-Oost,Entire home/apt,255,5.043425117,1.945910149,1.098612289,-1.427116356
7335745,Centrum-Oost,Entire home/apt,271,5.043425117,1.945910149,1.609437912,-1.347073648
7336446,De Baarsjes - Oud-West,Private room,0,4.094344562,0.693147181,1.098612289,-2.659260037
7337243,Centrum-West,Entire home/apt,0,5.521460918,0.693147181,1.098612289,-2.659260037
7338230,Centrum-Oost,Entire home/apt,15,5.293304825,1.386294361,2.708050201,-0.916290732
7339526,Osdorp,Entire home/apt,24,5.010635294,1.386294361,4.394449155,0.58221562
7344256,De Baarsjes - Oud-West,Entire home/apt,0,4.605170186,1.098612289,2.63905733,-0.967584026
7345482,Slotervaart,Entire home/apt,0,5.087596335,1.386294361,2.302585093,-1.049822124
7345506,Zuid,Entire home/apt,0,5.043425117,0.693147181,3.218875825,-0.597837001
7345589,Slotervaart,Private room,0,4.382026635,0,0.693147181,-3.218875825
7345836,De Baarsjes - Oud-West,Entire home/apt,6,5.347107531,1.098612289,3.63758616,-0.186329578
7345871,De Baarsjes - Oud-West,Entire home/apt,0,4.934473933,0.693147181,2.397895273,-1.427116356
7347051,Buitenveldert - Zuidas,Entire home/apt,253,5.010635294,0.693147181,1.386294361,-2.407945609
7353528,De Baarsjes - Oud-West,Entire home/apt,362,4.844187086,4.605170186,2.944438979,-0.867500568
7355015,De Pijp - Rivierenbuurt,Entire home/apt,0,5.272999559,1.386294361,2.302585093,-1.514127733
7355468,Westerpark,Entire home/apt,0,4.48863637,1.386294361,1.098612289,-2.659260037
7355784,De Baarsjes - Oud-West,Private room,125,4.406719247,1.609437912,5.278114659,1.446918983
7355989,De Baarsjes - Oud-West,Entire home/apt,0,5.298317367,0.693147181,0,-3.912023005
7356486,De Pijp - Rivierenbuurt,Entire home/apt,0,4.605170186,0,0,-3.912023005
7357862,Oostelijk Havengebied - Indische Buurt,Entire home/apt,287,4.828313737,0.693147181,3.091042453,-0.733969175
7359564,De Pijp - Rivierenbuurt,Entire home/apt,0,4.828313737,0.693147181,1.098612289,-2.407945609
7359655,Westerpark,Entire home/apt,5,4.700480366,0,4.33073334,0.506817602
7359834,IJburg - Zeeburgereiland,Private room,148,4.094344562,0.693147181,5.501258211,1.667706821
7363999,Westerpark,Entire home/apt,0,4.828313737,0.693147181,3.737669618,-0.051293294
7378848,De Baarsjes - Oud-West,Entire home/apt,0,4.382026635,1.098612289,3.36729583,-0.46203546
7379564,De Baarsjes - Oud-West,Entire home/apt,0,5.298317367,0.693147181,2.397895273,-1.427116356
7382264,IJburg - Zeeburgereiland,Private room,225,3.912023005,0.693147181,5.720311777,1.900613874
7382576,Westerpark,Entire home/apt,15,5.075173815,0.693147181,3.850147602,0.048790164
7383060,De Baarsjes - Oud-West,Entire home/apt,0,4.9698133,1.098612289,3.091042453,-0.733969175
7385918,Zuid,Entire home/apt,0,4.700480366,0.693147181,1.098612289,-2.659260037
7386205,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2,4.700480366,1.609437912,2.772588722,-1.049822124
7390801,Westerpark,Entire home/apt,12,5.293304825,0,4.025351691,0.19062036
7391429,Centrum-Oost,Entire home/apt,0,5.521460918,1.098612289,2.079441542,-1.771956842
7392028,De Pijp - Rivierenbuurt,Entire home/apt,0,4.700480366,1.098612289,2.833213344,-0.994252273
7392040,Oud-Oost,Entire home/apt,0,4.700480366,1.098612289,3.713572067,-0.094310679
7393333,De Pijp - Rivierenbuurt,Entire home/apt,125,4.976733742,0.693147181,3.828641396,0.009950331
7394725,Bos en Lommer,Entire home/apt,230,4.442651256,1.609437912,3.496507561,-0.301105093
7396213,De Baarsjes - Oud-West,Private room,0,4.382026635,0,0.693147181,-3.218875825
7396530,Westerpark,Entire home/apt,0,4.605170186,1.098612289,1.386294361,-2.407945609
7397526,Bos en Lommer,Entire home/apt,2,4.553876892,0.693147181,3.688879454,-0.139262067
7399936,Watergraafsmeer,Private room,0,3.912023005,0,1.386294361,-2.407945609
7406582,De Pijp - Rivierenbuurt,Entire home/apt,0,5.703782475,0.693147181,1.945910149,-1.897119985
7406770,Zuid,Entire home/apt,248,4.672828834,0,2.944438979,-0.867500568
7409083,Watergraafsmeer,Private room,0,4.060443011,0,2.079441542,-1.46967597
7409137,Bos en Lommer,Entire home/apt,0,5.010635294,0,3.496507561,-0.314710745
7412279,Centrum-Oost,Private room,0,4.248495242,1.098612289,2.48490665,-1.347073648
7412857,Zuid,Entire home/apt,0,4.905274778,1.098612289,0.693147181,-2.813410717
7416224,Watergraafsmeer,Entire home/apt,0,4.828313737,0.693147181,3.465735903,-0.356674944
7425055,Bos en Lommer,Entire home/apt,0,4.605170186,0.693147181,1.791759469,-2.040220829
7425188,De Pijp - Rivierenbuurt,Entire home/apt,172,5.703782475,0.693147181,1.098612289,-1.832581464
7425347,Bos en Lommer,Entire home/apt,0,4.49980967,1.386294361,1.386294361,-2.040220829
7427429,De Pijp - Rivierenbuurt,Entire home/apt,85,4.787491743,1.945910149,1.945910149,-1.832581464
7430003,De Pijp - Rivierenbuurt,Entire home/apt,220,5.293304825,0.693147181,2.833213344,-0.967584026
7430492,Westerpark,Entire home/apt,0,4.770684624,0,0,-2.525728644
7432036,Oud-Oost,Entire home/apt,0,4.934473933,0,3.737669618,-0.072570693
7435034,De Baarsjes - Oud-West,Entire home/apt,10,4.700480366,0.693147181,2.302585093,-1.514127733
7440957,Centrum-West,Entire home/apt,5,5.010635294,0.693147181,2.564949357,-0.94160854
7442132,Zuid,Entire home/apt,12,5.963579344,0.693147181,2.772588722,-1.049822124
7442668,Oud-Oost,Entire home/apt,0,4.406719247,0.693147181,3.526360525,-0.287682072
7444890,De Baarsjes - Oud-West,Entire home/apt,0,5.003946306,1.098612289,1.791759469,-1.203972804
7445462,Oud-Oost,Entire home/apt,0,4.442651256,1.098612289,1.945910149,-1.897119985
7447719,De Baarsjes - Oud-West,Private room,0,3.295836866,0.693147181,0,-3.912023005
7447773,Slotervaart,Entire home/apt,0,4.49980967,1.098612289,1.945910149,-1.897119985
7448268,IJburg - Zeeburgereiland,Private room,143,4.59511985,0,1.386294361,-1.609437912
7448305,IJburg - Zeeburgereiland,Entire home/apt,163,5.634789603,0,3.784189634,-0.040821995
